,player,player_id
877,James Anderson,202341
878,Thanasis Antetokounmpo,203648
879,Keith Appling,203951
880,Jeff Ayres,201965
881,Cameron Bairstow,203946
882,Steve Blake,2581
883,Matt Bonner,2588
884,Chris Bosh,2547
885,Elton Brand,1882
886,Kobe Bryant,977
887,Chase Budinger,201978
888,Caron Butler,2406
889,Coty Clarke,1626262
890,Bryce Cotton,203955
891,Branden Dawson,1626183
892,Bryce Dejean-Jones,1626214
893,Toney Douglas,201962
894,Duje Dukan,1626251
895,Tim Duncan,1495
896,Cleanthony Early,203921
897,Festus Ezeli,203105
898,Jordan Farmar,200770
899,Kevin Garnett,708
900,Alonzo Gee,202087
901,Drew Gooden,2400
902,Andrew Goudelock,202726
903,Jorge Gutierrez,203268
904,PJ Hairston,203798
905,Jordan Hamilton,202706
906,Tyler Hansbrough,201946
907,JJ Hickson,201581
908,Kirk Hinrich,2550
909,John Holland,204066
910,Marcelo Huertas,1626273
911,Damien Inglis,203996
912,Terrence Jones,203093
913,Chris Kaman,2549
914,Sergey Karasev,203508
915,Sasha Kaun,201619
916,Carl Landry,201171
917,Devyn Marble,203906
918,Kendall Marshall,203088
919,Kevin Martin,2755
920,O.J. Mayo,201564
921,Mitch McGary,203956
922,Andre Miller,1889
923,Nazr Mohammed,1737
924,Luis Montero,1626242
925,Steve Novak,200779
926,JJ O'Brien,1626266
927,Lamar Patterson,203934
928,Nikola Pekovic,201593
929,Tibor Pleiss,202353
930,Pablo Prigioni,203143
931,Tayshaun Prince,2419
932,Robert Sacre,203135
933,Luis Scola,2449
934,Henry Sims,203156
935,Donald Sloan,202388
936,Greg Smith,202962
937,Josh Smith,2746
938,Alex Stepheson,1627293
939,Amar'e Stoudemire,2405
940,Rodney Stuckey,201155
941,Jared Sullinger,203096
942,Hollis Thompson,203138
943,Jason Thompson,201574
944,Marcus Thornton,201977
945,Anderson Varejao,2760
946,Greivis Vasquez,202349
947,Charlie Villanueva,101111
948,Shayne Whittington,203963
949,Mo Williams,2590
950,Tony Wroten,203100
951,Alexis Ajinca,201582
952,Lavoy Allen,202730
953,Tony Allen,2754
954,Alan Anderson,101187
955,Joel Anthony,201202
956,Leandro Barbosa,2571
957,Matt Barnes,2440
958,Brandon Bass,101138
959,Ben Bentil,1627791
960,Joel Bolomboy,1627762
961,Bobby Brown,201628
962,Nicolas Brussino,1627852
963,Isaiah Canaan,203477
964,Omri Casspi,201956
965,Rakeem Christmas,1626176
966,Semaj Christon,203902
967,Norris Cole,202708
968,Boris Diaw,2564
969,Mike Dunleavy,2399
970,Monta Ellis,101145
971,Randy Foye,200751
972,Patricio Garino,1627868
973,Michael Gbinije,1627771
974,Archie Goodwin,203462
975,Justin Hamilton,203120
976,AJ Hammons,1627773
977,Manny Harris,202412
978,Spencer Hawes,201150
979,Gerald Henderson,201945
980,Roy Hibbert,201579
981,Jordan Hill,201941
982,Kris Humphries,2743
983,Pierre Jackson,203510
984,Brice Johnson,1627744
985,Dahntay Jones,2563
986,James Jones,2592
987,Ryan Kelly,203527
988,Mindaugas Kuzminskas,1627851
989,Nicolas Laprovittola,1627879
990,Ty Lawson,201951
991,David Lee,101135
992,Shawn Long,1627848
993,Sheldon Mac,1627815
994,James Michael McAdoo,203949
995,KJ McDaniels,203909
996,Josh McRoberts,201177
997,Mike Miller,2034
998,Elijah Millsap,202407
999,Anthony Morrow,201627
1000,Maurice Ndour,1626254
1001,Andrew Nicholson,203094
1002,Johnny O'Bryant III,203948
1003,Daniel Ochefu,1627849
1004,Adreian Payne,203940
1005,Paul Pierce,1718
1006,Ronnie Price,101179
1007,Tim Quarterman,1627817
1008,Willie Reed,203186
1009,Brian Roberts,203148
1010,Thomas Robinson,203080
1011,Sergio Rodriguez,200771
1012,Damjan Rudez,204014
1013,Brandon Rush,201575
1014,Kevin Seraphin,202338
1015,Tiago Splitter,201168
1016,Diamond Stone,1627754
1017,Edy Tavares,204002
1018,Mirza Teletovic,203141
1019,Mike Tobey,1627861
1020,Axel Toupane,1626253
1021,Beno Udrih,2757
1022,Jarrod Uthoff,1627784
1023,Rashad Vaughn,1626173
1024,Sasha Vujacic,2756
1025,C.J. Watson,201228
1026,CJ Wilcox,203912
1027,Deron Williams,101114
1028,Derrick Williams,202682
1029,Kyle Wiltjer,1627787
1030,Jeff Withey,203481
1031,Metta World Peace,1897
1032,Brandan Wright,201148
1033,James Young,203923
1034,Stephen Zimmerman,1627757
1035,Alex Abrines,203518
1036,Quincy Acy,203112
1037,Arron Afflalo,201167
1038,Cole Aldrich,202332
1039,Ike Anigbogu,1628387
1040,Carmelo Anthony,2546
1041,Darrell Arthur,201589
1042,Jamel Artis,1628503
1043,Omer Asik,201600
1044,Luke Babbitt,202337
1045,Ron Baker,1627758
1046,Wade Baldwin IV,1627735
1047,Michael Beasley,201563
1048,Jabari Bird,1628444
1049,Tarik Black,204028
1050,Trevor Booker,202344
1051,Aaron Brooks,201166
1052,MarShon Brooks,202705
1053,Anthony Brown,1626148
1054,Lorenzo Brown,203485
1055,Markel Brown,203900
1056,Dwight Buycks,202779
1057,Mario Chalmers,201596
1058,Gian Clavell,1628492
1059,Antonius Cleveland,1628499
1060,Kyle Collinsworth,1627858
1061,Nick Collison,2555
1062,Charles Cooke,1628429
1063,Jack Cooley,204022
1064,Matt Costello,1627856
1065,Jordan Crawford,202348
1066,Malcolm Delaney,1627098
1067,Milton Doyle,1628495
1068,Larry Drew II,203580
1069,Jarell Eddie,204067
1070,Tyler Ennis,203898
1071,Jeremy Evans,202379
1072,Tyreke Evans,201936
1073,Kay Felder,1627770
1074,Marcus Georges-Hunt,1627875
1075,Jonathan Gibson,1626780
1076,Manu Ginobili,1938
1077,Marcin Gortat,101162
1078,Josh Gray,1627982
1079,Daniel Hamilton,1627772
1080,Aaron Harrison,1626151
1081,Andrew Harrison,1626150
1082,Nigel Hayes,1628502
1083,Reggie Hearn,203687
1084,Myke Henry,1627988
1085,Darrun Hilliard,1626199
1086,Josh Huestis,203962
1087,Vincent Hunter,1626205
1088,Andre Ingram,201281
1089,Jarrett Jack,101127
1090,Aaron Jackson,1628935
1091,Demetrius Jackson,1627743
1092,Al Jefferson,2744
1093,Richard Jefferson,2210
1094,Brandon Jennings,201943
1095,Dakari Johnson,1626177
1096,Joe Johnson,2207
1097,Omari Johnson,204179
1098,Jalen Jones,1627883
1099,Sean Kilpatrick,203930
1100,Shane Larkin,203499
1101,Joffrey Lauvergne,203530
1102,DeAndre Liggins,202732
1103,Josh Magette,203705
1104,Mangok Mathiang,1628493
1105,Luc Mbah a Moute,201601
1106,Erik McCree,1628571
1107,Chris McCullough,1626191
1108,Trey McKinney-Jones,203590
1109,Ben McLemore,203463
1110,Jordan Mickey,1626175
1111,Ben Moore,1628500
1112,Jaylen Morris,1628537
1113,Timofey Mozgov,202389
1114,Shabazz Muhammad,203498
1115,Xavier Munford,204098
1116,Dejounte Murray,1627749
1117,Jameer Nelson,2749
1118,Lucas Nogueira,203512
1119,Emeka Okafor,2731
1120,Chinanu Onuaku,1627778
1121,Marcus Paige,1627779
1122,Georgios Papagiannis,1627834
1123,Justin Patton,1628383
1124,Brandon Paul,203464
1125,Cameron Payne,1626166
1126,Gary Payton II,1627780
1127,Kendrick Perkins,2570
1128,London Perrantes,1628506
1129,Alec Peters,1628409
1130,Marshall Plumlee,1627850
1131,Kristaps Porzingis,204001
1132,Jacob Pullen,1626643
1133,Rodney Purvis,1628681
1134,Zhou Qi,1627753
1135,Zach Randolph,2216
1136,Xavier Rathan-Mayes,1628504
1137,Malachi Richardson,1627781
1138,Andre Roberson,203460
1139,JaKarr Sampson,203960
1140,Ramon Sessions,201196
1141,Xavier Silas,202918
1142,Kobi Simmons,1628424
1143,Kyle Singler,202713
1144,Jason Smith,201160
1145,Marreese Speights,201578
1146,David Stockton,204065
1147,Julyan Stone,202933
1148,Isaiah Taylor,1627819
1149,Marquis Teague,203104
1150,Milos Teodosic,1628462
1151,Jason Terry,1891
1152,Tyler Ulis,1627755
1153,Denzel Valentine,1627756
1154,Derrick Walton Jr.,1628476
1155,Jameel Warney,1627866
1156,Travis Wear,204037
1157,James Webb III,1627821
1158,Briante Weber,1627362
1159,David West,2561
1160,Okaro White,1627855
1161,Andrew White III,1628510
1162,Isaiah Whitehead,1627785
1163,Jacob Wiley,1628451
1164,Matt Williams Jr.,1628475
1165,Jamil Wilson,203966
1166,Joe Young,1626202
1167,Nick Young,201156
1168,Paul Zipser,1627835
1169,Jaylen Adams,1629121
1170,Steven Adams,203500
1171,Bam Adebayo,1628389
1172,Deng Adel,1629061
1173,DeVaughn Akoon-Purcell,1629152
1174,LaMarcus Aldridge,200746
1175,Rawle Alkins,1628959
1176,Grayson Allen,1628960
1177,Jarrett Allen,1628386
1178,Kadeem Allen,1628443
1179,Al-Farouq Aminu,202329
1180,Justin Anderson,1626147
1181,Kyle Anderson,203937
1182,Ryan Anderson,201583
1183,Giannis Antetokounmpo,203507
1184,Kostas Antetokounmpo,1628961
1185,OG Anunoby,1628384
1186,Ryan Arcidiacono,1627853
1187,Trevor Ariza,2772
1188,D.J. Augustin,201571
1189,Deandre Ayton,1629028
1190,Dwayne Bacon,1628407
1191,Marvin Bagley III,1628963
1192,Lonzo Ball,1628366
1193,Mo Bamba,1628964
1194,J.J. Barea,200826
1195,Harrison Barnes,203084
1196,Will Barton,203115
1197,Keita Bates-Diop,1628966
1198,Nicolas Batum,201587
1199,Jerryd Bayless,201573
1200,Aron Baynes,203382
1201,Kent Bazemore,203145
1202,Bradley Beal,203078
1203,Malik Beasley,1627736
1204,Marco Belinelli,201158
1205,Jordan Bell,1628395
1206,DeAndre' Bembry,1627761
1207,Dragan Bender,1627733
1208,Dairis Bertans,1629541
1209,Davis Bertans,202722
1210,Patrick Beverley,201976
1211,Khem Birch,203920
1212,Bismack Biyombo,202687
1213,Nemanja Bjelica,202357
1214,Antonio Blakeney,1628469
1215,Eric Bledsoe,202339
1216,Jaron Blossomgame,1628417
1217,Bogdan Bogdanovic,203992
1218,Bojan Bogdanovic,202711
1219,Andrew Bogut,101106
1220,Jonah Bolden,1628413
1221,Isaac Bonga,1629067
1222,Devin Booker,1626164
1223,Chris Boucher,1628449
1224,Avery Bradley,202340
1225,Tony Bradley,1628396
1226,Corey Brewer,201147
1227,Mikal Bridges,1628969
1228,Miles Bridges,1628970
1229,Isaiah Briscoe,1628515
1230,Ryan Broekhoff,1629151
1231,Malcolm Brogdon,1627763
1232,Dillon Brooks,1628415
1233,Bruce Brown,1628971
1234,Jaylen Brown,1627759
1235,Sterling Brown,1628425
1236,Troy Brown Jr.,1628972
1237,Jalen Brunson,1628973
1238,Thomas Bryant,1628418
1239,Reggie Bullock,203493
1240,Trey Burke,203504
1241,Alec Burks,202692
1242,Deonte Burton,1629126
1243,Jimmy Butler,202710
1244,Bruno Caboclo,203998
1245,Jose Calderon,101181
1246,Kentavious Caldwell-Pope,203484
1247,Clint Capela,203991
1248,DeMarre Carroll,201960
1249,Jevon Carter,1628975
1250,Vince Carter,1713
1251,Wendell Carter Jr.,1628976
1252,Michael Carter-Williams,203487
1253,Alex Caruso,1627936
1254,Willie Cauley-Stein,1626161
1255,Troy Caupain,1628505
1256,Tyler Cavanaugh,1628463
1257,Tyson Chandler,2199
1258,Wilson Chandler,201163
1259,Joe Chealey,1629147
1260,Chris Chiozza,1629185
1261,Marquese Chriss,1627737
1262,Gary Clark,1629109
1263,Ian Clark,203546
1264,Jordan Clarkson,203903
1265,John Collins,1628381
1266,Zach Collins,1628380
1267,Darren Collison,201954
1268,Bonzie Colson,1629045
1269,Mike Conley,201144
1270,Pat Connaughton,1626192
1271,Quinn Cook,1626188
1272,DeMarcus Cousins,202326
1273,Robert Covington,203496
1274,Allen Crabbe,203459
1275,Torrey Craig,1628470
1276,Jamal Crawford,2037
1277,Mitchell Creek,1628249
1278,Jae Crowder,203109
1279,Dante Cunningham,201967
1280,Seth Curry,203552
1281,Stephen Curry,201939
1282,Troy Daniels,203584
1283,Anthony Davis,203076
1284,Deyonta Davis,1627738
1285,Ed Davis,202334
1286,Tyler Davis,1629093
1287,DeMar DeRozan,201942
1288,Dewayne Dedmon,203473
1289,Sam Dekker,1626155
1290,Angel Delgado,1629116
1291,Matthew Dellavedova,203521
1292,Luol Deng,2736
1293,Marcus Derrickson,1629094
1294,Donte DiVincenzo,1628978
1295,Cheick Diallo,1627767
1296,Hamidou Diallo,1628977
1297,Gorgui Dieng,203476
1298,Spencer Dinwiddie,203915
1299,Luka Doncic,1629029
1300,Tyler Dorsey,1628416
1301,Damyean Dotson,1628422
1302,PJ Dozier,1628408
1303,Goran Dragic,201609
1304,Andre Drummond,203083
1305,Jared Dudley,201162
1306,Kris Dunn,1627739
1307,Kevin Durant,201142
1308,Trevon Duval,1628979
1309,Vincent Edwards,1629053
1310,Henry Ellenson,1627740
1311,Wayne Ellington,201961
1312,Joel Embiid,203954
1313,James Ennis III,203516
1314,Drew Eubanks,1629234
1315,Jacob Evans,1628980
1316,Jawun Evans,1628393
1317,Dante Exum,203957
1318,Kenneth Faried,202702
1319,Derrick Favors,202324
1320,Cristiano Felicio,1626245
1321,Raymond Felton,101109
1322,Terrance Ferguson,1628390
1323,Yogi Ferrell,1627812
1324,Dorian Finney-Smith,1627827
1325,Bryn Forbes,1627854
1326,Evan Fournier,203095
1327,De'Aaron Fox,1628368
1328,Tim Frazier,204025
1329,Melvin Frazier Jr.,1628982
1330,Jimmer Fredette,202690
1331,Channing Frye,101112
1332,Markelle Fultz,1628365
1333,Danilo Gallinari,201568
1334,Langston Galloway,204038
1335,Billy Garrett,1628656
1336,Marc Gasol,201188
1337,Pau Gasol,2200
1338,Rudy Gay,200752
1339,Paul George,202331
1340,Taj Gibson,201959
1341,Harry Giles III,1628385
1342,Shai Gilgeous-Alexander,1628983
1343,Rudy Gobert,203497
1344,Brandon Goodwin,1629164
1345,Aaron Gordon,203932
1346,Eric Gordon,201569
1347,Devonte' Graham,1628984
1348,Treveon Graham,1626203
1349,Jerami Grant,203924
1350,Jerian Grant,1626170
1351,Donte Grantham,1629055
1352,Danny Green,201980
1353,Draymond Green,203110
1354,Gerald Green,101123
1355,JaMychal Green,203210
1356,Jeff Green,201145
1357,Blake Griffin,201933
1358,Dusty Hannahs,1628605
1359,Tim Hardaway Jr.,203501
1360,James Harden,201935
1361,Maurice Harkless,203090
1362,Montrezl Harrell,1626149
1363,Devin Harris,2734
1364,Gary Harris,203914
1365,Joe Harris,203925
1366,Tobias Harris,202699
1367,Shaquille Harrison,1627885
1368,Josh Hart,1628404
1369,Isaiah Hartenstein,1628392
1370,Udonis Haslem,2617
1371,Gordon Hayward,202330
1372,John Henson,203089
1373,Juancho Hernangomez,1627823
1374,Willy Hernangomez,1626195
1375,Mario Hezonja,1626209
1376,Isaiah Hicks,1628439
1377,Buddy Hield,1627741
1378,Haywood Highsmith,1629312
1379,Nene,2403
1380,George Hill,201588
1381,Solomon Hill,203524
1382,Aaron Holiday,1628988
1383,Jrue Holiday,201950
1384,Justin Holiday,203200
1385,Rondae Hollis-Jefferson,1626178
1386,Richaun Holmes,1626158
1387,Rodney Hood,203918
1388,Al Horford,201143
1389,Danuel House Jr.,1627863
1390,Dwight Howard,2730
1391,Kevin Huerter,1628989
1392,Isaac Humphries,1629353
1393,RJ Hunter,1626154
1394,Chandler Hutchison,1628990
1395,Serge Ibaka,201586
1396,Andre Iguodala,2738
1397,Ersan Ilyasova,101141
1398,Joe Ingles,204060
1399,Brandon Ingram,1627742
1400,Kyrie Irving,202681
1401,Jonathan Isaac,1628371
1402,Wes Iwundu,1628411
1403,Frank Jackson,1628402
1404,Josh Jackson,1628367
1405,Justin Jackson,1628382
1406,Reggie Jackson,202704
1407,Jaren Jackson Jr.,1628991
1408,LeBron James,2544
1409,Amile Jefferson,1628518
1410,John Jenkins,203098
1411,Jonas Jerebko,201973
1412,Alize Johnson,1628993
1413,Amir Johnson,101161
1414,BJ Johnson,1629168
1415,James Johnson,201949
1416,Stanley Johnson,1626169
1417,Tyler Johnson,204020
1418,Wesley Johnson,202325
1419,Nikola Jokic,203999
1420,Damian Jones,1627745
1421,Jemerrio Jones,1629203
1422,Tyus Jones,1626145
1423,Derrick Jones Jr.,1627884
1424,DeAndre Jordan,201599
1425,Cory Joseph,202709
1426,Frank Kaminsky,1626163
1427,Enes Kanter,202683
1428,Luke Kennard,1628379
1429,Michael Kidd-Gilchrist,203077
1430,George King,1628994
1431,Maxi Kleber,1628467
1432,Brandon Knight,202688
1433,Kevin Knox,1628995
1434,Furkan Korkmaz,1627788
1435,Luke Kornet,1628436
1436,Kyle Korver,2594
1437,Kosta Koufos,201585
1438,Rodions Kurucs,1629066
1439,Kyle Kuzma,1628398
1440,Zach LaVine,203897
1441,Skal Labissiere,1627746
1442,Jeremy Lamb,203087
1443,Jake Layman,1627774
1444,Caris LeVert,1627747
1445,TJ Leaf,1628388
1446,Courtney Lee,201584
1447,Damion Lee,1627814
1448,Walter Lemon Jr.,1627215
1449,Alex Len,203458
1450,Kawhi Leonard,202695
1451,Meyers Leonard,203086
1452,Jon Leuer,202720
1453,Damian Lillard,203081
1454,Jeremy Lin,202391
1455,Shaun Livingston,2733
1456,Zach Lofton,1629155
1457,Kevon Looney,1626172
1458,Brook Lopez,201572
1459,Robin Lopez,201577
1460,Kevin Love,201567
1461,Kyle Lowry,200768
1462,Jordan Loyd,1628070
1463,Kalin Lucas,203564
1464,Timothe Luwawu-Cabarrot,1627789
1465,Tyler Lydon,1628399
1466,Trey Lyles,1626168
1467,Shelvin Mack,202714
1468,Daryl Macon,1629133
1469,J.P. Macura,1629122
1470,Ian Mahinmi,101133
1471,Thon Maker,1627748
1472,Boban Marjanovic,1626246
1473,Lauri Markkanen,1628374
1474,Jarell Martin,1626185
1475,Frank Mason,1628412
1476,Yante Maten,1628999
1477,Wesley Matthews,202083
1478,Tahjere McCall,1628769
1479,Patrick McCaw,1627775
1480,CJ McCollum,203468
1481,T.J. McConnell,204456
1482,Doug McDermott,203926
1483,JaVale McGee,201580
1484,Rodney McGruder,203585
1485,Alfonzo McKinnie,1628035
1486,Jordan McRae,203895
1487,Jodie Meeks,201975
1488,Salah Mejri,1626257
1489,De'Anthony Melton,1629001
1490,Chimezie Metu,1629002
1491,Khris Middleton,203114
1492,CJ Miles,101139
1493,Darius Miller,203121
1494,Malcolm Miller,1626259
1495,Patty Mills,201988
1496,Paul Millsap,200794
1497,Shake Milton,1629003
1498,Nikola Mirotic,202703
1499,Donovan Mitchell,1628378
1500,Naz Mitrou-Long,1628513
1501,Malik Monk,1628370
1502,Greg Monroe,202328
1503,E'Twaun Moore,202734
1504,Eric Moreland,203961
1505,Marcus Morris,202694
1506,Markieff Morris,202693
1507,Monte Morris,1628420
1508,Donatas Motiejunas,202700
1509,Johnathan Motley,1628405
1510,Emmanuel Mudiay,1626144
1511,Jamal Murray,1627750
1512,Dzanan Musa,1629058
1513,Mike Muscala,203488
1514,Svi Mykhailiuk,1629004
1515,Abdel Nader,1627846
1516,Larry Nance Jr.,1626204
1517,Shabazz Napier,203894
1518,Raul Neto,203526
1519,Georges Niang,1627777
1520,Joakim Noah,201149
1521,Nerlens Noel,203457
1522,Dirk Nowitzki,1717
1523,Frank Ntilikina,1628373
1524,James Nunnally,203263
1525,Jusuf Nurkic,203994
1526,David Nwaba,1628021
1527,Royce O'Neale,1626220
1528,Kyle O'Quinn,203124
1529,Semi Ojeleye,1628400
1530,Jahlil Okafor,1626143
1531,Elie Okobo,1629059
1532,Josh Okogie,1629006
1533,Victor Oladipo,203506
1534,Kelly Olynyk,203482
1535,Cedi Osman,1626224
1536,Kelly Oubre Jr.,1626162
1537,Zaza Pachulia,2585
1538,Jabari Parker,203953
1539,Tony Parker,2225
1540,Chandler Parsons,202718
1541,Patrick Patterson,202335
1542,Chris Paul,101108
1543,Elfrid Payton,203901
1544,Theo Pinson,1629033
1545,Mason Plumlee,203486
1546,Miles Plumlee,203101
1547,Jakob Poeltl,1627751
1548,Quincy Pondexter,202347
1549,Otto Porter Jr.,203490
1550,Bobby Portis,1626171
1551,Dwight Powell,203939
1552,Norman Powell,1626181
1553,Alex Poythress,1627816
1554,Taurean Prince,1627752
1555,Ivan Rabb,1628397
1556,Chasson Randle,1626184
1557,Julius Randle,203944
1558,JJ Redick,200755
1559,Davon Reed,1628432
1560,Cameron Reynolds,1629244
1561,Josh Richardson,1626196
1562,Austin Rivers,203085
1563,Devin Robinson,1628421
1564,Duncan Robinson,1629130
1565,Jerome Robinson,1629010
1566,Mitchell Robinson,1629011
1567,Glenn Robinson III,203922
1568,Rajon Rondo,200765
1569,Derrick Rose,201565
1570,Terrence Ross,203082
1571,Terry Rozier,1626179
1572,Ricky Rubio,201937
1573,D'Angelo Russell,1626156
1574,Domantas Sabonis,1627734
1575,Brandon Sampson,1629102
1576,Dario Saric,203967
1577,Tomas Satoransky,203107
1578,Dennis Schroder,203471
1579,Mike Scott,203118
1580,Thabo Sefolosha,200757
1581,Wayne Selden,1627782
1582,Collin Sexton,1629012
1583,Landry Shamet,1629013
1584,Iman Shumpert,202697
1585,Pascal Siakam,1627783
1586,Jordan Sibert,1626296
1587,Ben Simmons,1627732
1588,Jonathon Simmons,203613
1589,Anfernee Simons,1629014
1590,Marcus Smart,203935
1591,Ish Smith,202397
1592,JR Smith,2747
1593,Zhaire Smith,1629015
1594,Dennis Smith Jr.,1628372
1595,Tony Snell,203503
1596,Ray Spalding,1629034
1597,Omari Spellman,1629016
1598,Nik Stauskas,203917
1599,DJ Stephens,203474
1600,Lance Stephenson,202362
1601,Edmond Sumner,1628410
1602,Caleb Swanigan,1628403
1603,Jayson Tatum,1628369
1604,Jeff Teague,201952
1605,Garrett Temple,202066
1606,Jared Terrell,1629123
1607,Emanuel Terry,1629150
1608,Daniel Theis,1628464
1609,Isaiah Thomas,202738
1610,Khyri Thomas,1629017
1611,Lance Thomas,202498
1612,Klay Thompson,202691
1613,Tristan Thompson,202684
1614,Sindarius Thornwell,1628414
1615,Anthony Tolliver,201229
1616,Karl-Anthony Towns,1626157
1617,Gary Trent Jr.,1629018
1618,Allonzo Trier,1629019
1619,PJ Tucker,200782
1620,Evan Turner,202323
1621,Myles Turner,1626167
1622,Ekpe Udoh,202327
1623,Jonas Valanciunas,202685
1624,Fred VanVleet,1627832
1625,Jarred Vanderbilt,1629020
1626,Noah Vonleh,203943
1627,Nikola Vucevic,202696
1628,Dwyane Wade,2548
1629,Moritz Wagner,1629021
1630,Dion Waiters,203079
1631,Kemba Walker,202689
1632,Lonnie Walker IV,1629022
1633,John Wall,202322
1634,Tyrone Wallace,1627820
1635,Brad Wanamaker,202954
1636,T.J. Warren,203933
1637,Julian Washburn,1627395
1638,Yuta Watanabe,1629139
1639,Thomas Welsh,1629118
1640,Russell Westbrook,201566
1641,Derrick White,1628401
1642,Hassan Whiteside,202355
1643,Andrew Wiggins,203952
1644,Alan Williams,1626210
1645,C.J. Williams,203710
1646,Johnathan Williams,1629140
1647,Kenrich Williams,1629026
1648,Lou Williams,101150
1649,Marvin Williams,101107
1650,Troy Williams,1627786
1651,Robert Williams III,1629057
1652,D.J. Wilson,1628391
1653,Justise Winslow,1626159
1654,Christian Wood,1626174
1655,Delon Wright,1626153
1656,Guerschon Yabusele,1627824
1657,Thaddeus Young,201152
1658,Trae Young,1629027
1659,Cody Zeller,203469
1660,Tyler Zeller,203092
1661,Ante Zizic,1627790
1662,Ivica Zubac,1627826
